id,bone_length,rotting_flesh,hair_length,has_soul,type,red,green,blue,alpha
684,0.590383689504781,0.514357511555222,0.714815192065909,0.613114122512988,2,255,255,255,255
465,0.452126252723139,0.636625525383579,0.162714724249451,0.0999041666877589,1,255,255,255,255
737,0.387011273540142,0.527047469179891,0.765751618301433,0.610297674355384,2,255,255,255,255
843,0.55297148166568,0.341187212595323,0.644801033412069,0.415394210655798,3,255,255,255,255
262,0.298797115466452,0.553370274519637,0.306682343035017,0.36085346681747,1,255,255,255,255
743,0.322510326279014,0.434101391705147,0.595879994661903,0.609615842284029,3,255,255,255,255
600,0.184180974274132,0.631606867431242,0.453162606304693,0.431741682033267,1,255,255,255,255
366,0.321529533481063,0.45682280385607,0.320145279503971,0.415155333972578,1,255,255,255,255
514,0.396297855215085,0.460407019251291,0.515815395861687,0.476212366092885,3,255,255,255,255
268,0.480941183188303,0.742554747375239,0.32906119541444,0.429933024005276,1,255,255,255,255
583,0.523788644994728,0.657316734610654,0.818979235776439,0.624503892956637,2,255,255,255,255
229,0.305942894621354,0.287522815220834,0.336710712017936,0.318032718296573,3,255,255,255,255
82,0.5642817569821,0.419500132999766,0.682930707310963,0.472690040332314,2,255,255,255,255
495,0.415141919349613,0.620148623355317,0.313792894450189,0.418052614408738,1,255,255,255,255
761,0.217248257400432,0.498718271123705,0.331531204017898,0.523282530779692,1,255,255,255,255
502,0.42172073418984,0.320302952149193,0.427802093939081,0.53369571848441,2,255,255,255,255
291,0.572493966460313,0.516334936408501,0.463062609210906,0.291004329546511,1,255,255,255,255
507,0.272523204417244,0.389352435742487,0.164073819406359,0.594088337458059,1,255,255,255,255
325,0.351561748805671,0.457489918131541,0.547977054134213,0.368370012490473,3,255,255,255,255
846,0.362566827030709,0.639753416784588,0.536247572330091,0.427678493472429,3,255,255,255,255
163,0.348991424008238,0.564232996295252,0.48119040076355,0.177172419325805,1,255,255,255,255
580,0.284451041302524,0.220268468282992,0.357405449274983,0.316072667523221,3,255,255,255,255
581,0.336573415626431,0.243091960205088,0.253458862674325,0.545023421309658,3,255,255,255,255
450,0.507290310886057,0.708173712433675,0.259166856505506,0.209129358775853,1,255,255,255,255
809,0.279874511812776,0.65642019419984,0.62906793581029,0.292059886966962,1,255,255,255,255
416,0.59499395429852,0.527429944762785,0.403630311074041,0.28679364962252,3,255,255,255,255
874,0.507582914100443,0.799623264484404,0.334520023029636,0.344403475843905,1,255,255,255,255
497,0.566423902161908,0.431109593665027,0.684599013168304,0.575277204012294,2,255,255,255,255
258,0.440854689448784,0.432710399784364,0.643988869932421,0.322235570986822,3,255,255,255,255
878,0.406061779147572,0.449943770255389,0.788982579247135,0.428552991095009,2,255,255,255,255
286,0.273458010877735,0.463238559703707,0.453515457355792,0.336390321968199,3,255,255,255,255
8,0.399330850860438,0.56895176710306,0.618391020267458,0.467900834521092,3,255,255,255,255
861,0.626016800560602,0.172182257026652,0.408421804580713,0.644940529146601,2,  0,  0,255,255
315,0.358311328000045,0.621727725906476,0.559499438532735,0.761620676437502,3,  0,  0,255,255
601,0.269748418287314,0.627138374440553,0.195365181138281,0.367901682802343,1,  0,  0,255,255
627,0.586226584838109,0.464284318520108,0.599773855579786,0.85675681676717,2,  0,  0,255,255
701,0.476891623852987,0.47859235446769,0.403630334640204,0.544586652208558,2,  0,  0,255,255
222,0.313506213646312,0.616803007433984,0.396481921179977,0.447946144916557,1,  0,  0,255,255
728,0.687079846468075,0.536090338360976,0.751613524714005,0.72595994199992,2,  0,  0,255,255
561,0.524137923646108,0.578162579907504,0.62178714706617,0.68932619678908,3,  0,  0,255,255
709,0.630585412272854,0.539712232484287,0.305579715026143,0.777519696958273,2,  0,  0,255,255
32,0.605835956148117,0.587943178667441,0.529361248889943,0.526717647222721,2,  0,  0,255,255
653,0.503780104921642,0.9294395870026,0.366460659996496,0.401566509650068,1,  0,  0,255,255
637,0.20999665083892,0.497112319529998,0.642450591391045,0.327212061330789,3,  0,  0,255,255
189,0.37519669483791,0.742953257340251,0.320764366706898,0.243439506865632,1,  0,  0,255,255
75,0.456371040397294,0.456207522246787,0.23633154029349,0.300485732830941,1,  0,  0,255,255
247,0.452740804890495,0.384132609761099,0.305593558513936,0.371807475551331,3,  0,  0,255,255
115,0.678518739580321,0.476821002645431,0.477151808358027,0.489357858682951,3,  0,  0,255,255
12,0.314295275920192,0.671279690080857,0.417266916626284,0.227547575097225,1,  0,  0,255,255
827,0.624388272363575,0.661234887190755,0.574457817809525,0.642299576194914,3,  0,  0,255,255
886,0.458131864479571,0.391759826985915,0.660589898957553,0.635689185324013,3,  0,  0,255,255
664,0.184171847905388,0.715130923586964,0.134600362595647,0.227068406861726,1,255,  0,  0,255
708,0.358239859240372,0.370774580966418,0.667383705043943,0.740579064263797,2,255,  0,  0,255
375,0.250522836758047,0.650506323189865,0.384925273996503,0.385881661458657,1,255,  0,  0,255
93,0.481716358805745,0.527250821022259,0.740269880519788,0.70085690481819,2,255,  0,  0,255
282,0.453869189500953,0.2597010316628,0.581400351812301,0.567842897611784,3,255,  0,  0,255
772,0.649559030974675,0.50784632088361,0.734854748053733,0.546648257094182,2,255,  0,  0,255
839,0.355312717459091,0.344683824603072,0.555727650555055,0.638231619093543,3,255,  0,  0,255
412,0.481141251665706,0.696810441096866,0.162611340441953,0.453465023597272,1,255,  0,  0,255
695,0.479818440076381,0.569761796241688,0.721362393119239,0.491937919146722,2,255,  0,  0,255
785,0.396988332048941,0.611109002346268,0.507214352788454,0.179642192134716,1,255,  0,  0,255
358,0.332905368489124,0.494895483156641,0.474788142451383,0.514943661621767,1,255,  0,  0,255
699,0.417252754756912,0.624973249985877,0.32875207894111,0.279667531461178,1,255,  0,  0,255
